product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
f8f6fd145cc00519283cf3100477b2b3,esporte_lazer,47.0,956.0,1.0,1050.0,25.0,20.0,14.0
4e04ffb7dd3739ecfc37de8927dd586c,papelaria,59.0,144.0,1.0,500.0,24.0,7.0,16.0
36555a2f528d7b2a255c504191445d39,beleza_saude,51.0,1069.0,1.0,1467.0,23.0,16.0,20.0
22937a73f92a33040ab4e2540355a5d8,fashion_bolsas_e_acessorios,50.0,554.0,3.0,100.0,16.0,5.0,11.0
dc21247da0290904ffbbcd5953c76f95,papelaria,41.0,92.0,1.0,100.0,16.0,5.0,16.0
9020ce7adcc384b2899ae87ddc54767b,papelaria,43.0,198.0,2.0,300.0,23.0,7.0,15.0
bfc1d1c62b1f7f401d8d9dda962bb870,esporte_lazer,50.0,255.0,2.0,950.0,60.0,15.0,15.0
6fef6d87bb6c2eb11d57a967209219a8,ferramentas_jardim,33.0,200.0,1.0,250.0,17.0,3.0,11.0
1e5428c428e0f783acd6e3d94ba4ee2a,pcs,55.0,1067.0,1.0,12000.0,27.0,50.0,53.0
94080f9219044d897195e2be145945dc,automotivo,60.0,1543.0,6.0,921.0,17.0,9.0,16.0
d0389f20b3d11de54e1e4561df147683,casa_construcao,55.0,1441.0,1.0,10000.0,60.0,25.0,25.0
3e9b58f1436820c248d3f98d7229bb14,relogios_presentes,56.0,489.0,2.0,250.0,16.0,11.0,11.0
575c38b4c88fc7b35ef22fc8312bfe1b,cool_stuff,57.0,992.0,3.0,1200.0,44.0,20.0,20.0
556702ebb73d3786a852ad3d5a8ad268,construcao_ferramentas_construcao,54.0,339.0,1.0,4800.0,25.0,8.0,25.0
a3a03c131926ec14d4c9f3ef03016b24,pet_shop,54.0,463.0,1.0,700.0,40.0,20.0,20.0
e586ebb6022265ae1eea38f46ffe3ead,beleza_saude,40.0,1469.0,3.0,1050.0,18.0,21.0,27.0
278b3c6462e86b4556b99989513ddf73,eletroportateis,58.0,587.0,3.0,350.0,20.0,20.0,20.0
0d009643171aee696f4733340bc2fdd0,perfumaria,52.0,150.0,1.0,422.0,21.0,16.0,18.0
be1be330cf34043d1c40d6114cbd11b5,relogios_presentes,51.0,484.0,1.0,317.0,19.0,13.0,16.0
07f01b6fcacc1b187a71e5074199db2d,agro_industria_e_comercio,39.0,430.0,1.0,16400.0,63.0,66.0,56.0
75b4372e69a42f8ae1d908c076f547b2,beleza_saude,22.0,1313.0,1.0,938.0,29.0,22.0,23.0
3569d4374a919941a50f57371b1dc93d,beleza_saude,37.0,1168.0,1.0,2700.0,21.0,16.0,31.0
a3c95dc653d9a279b160bc0179385ed1,cama_mesa_banho,39.0,1146.0,1.0,1750.0,30.0,18.0,30.0
0992c6cba95a13bfa68ea7d5e22d478b,ferramentas_jardim,42.0,671.0,1.0,3850.0,29.0,12.0,24.0
b1eae565a61935e0011ee7682fef9dc9,perfumaria,49.0,460.0,2.0,267.0,17.0,13.0,17.0
2734390ee304b0f4817b3c233094fc16,instrumentos_musicais,59.0,2367.0,3.0,16200.0,55.0,40.0,40.0
32ee3f4e2493045726807808d7abbab6,cama_mesa_banho,54.0,381.0,2.0,1400.0,38.0,9.0,27.0
c2367eda4f9623d0355dc5d7796d857a,cama_mesa_banho,50.0,607.0,1.0,6450.0,100.0,10.0,11.0
7f34b85142d1ef9e077a0da9ada27385,moveis_decoracao,59.0,1750.0,3.0,2300.0,105.0,3.0,70.0
c478b1bbf9ec8c5691f37ccb83187386,informatica_acessorios,55.0,163.0,2.0,300.0,25.0,8.0,18.0
f9ecf420c38b90a8af8e7f70fd789264,esporte_lazer,43.0,101.0,1.0,600.0,50.0,10.0,12.0
3a6a0247ced9dcb444b46caafdcdd368,beleza_saude,60.0,2497.0,1.0,3600.0,20.0,20.0,20.0
adf591c625cb265c12bc6749d3a2f757,beleza_saude,60.0,1146.0,6.0,150.0,20.0,24.0,33.0
3e0f398b664b26e3224c79dbf435191f,esporte_lazer,57.0,900.0,4.0,400.0,16.0,4.0,11.0
64c8f1a52b407d92518a1f8b79240a70,telefonia,49.0,319.0,1.0,100.0,18.0,6.0,11.0
af16005fca813272caf59c432153949e,moveis_decoracao,55.0,1186.0,2.0,800.0,53.0,8.0,20.0
e6a1ff3552ba3305c1cf0a4dde50347f,automotivo,58.0,703.0,6.0,5250.0,47.0,19.0,23.0
d8a405c732027a2af3187b031890933d,automotivo,50.0,361.0,1.0,200.0,35.0,4.0,26.0
ce94e3c41145e28428cdae952a1fd7f2,relogios_presentes,58.0,899.0,2.0,335.0,17.0,11.0,12.0
3f0f8de616df6efb39a48f3c64eea974,cama_mesa_banho,49.0,701.0,1.0,1300.0,50.0,12.0,12.0
6ddc95e87149457c4c5177b0a474a9ba,moveis_decoracao,47.0,1405.0,3.0,150.0,35.0,2.0,25.0
a2e2851eae0aebb8ee4df32348b42e2b,informatica_acessorios,59.0,504.0,3.0,367.0,16.0,4.0,11.0
723f62c36c298037716bf60c0ad0df3a,relogios_presentes,57.0,276.0,4.0,250.0,16.0,2.0,11.0
b2b3503e675abbc07e278151da072ed2,moveis_decoracao,46.0,287.0,1.0,8500.0,75.0,25.0,55.0
c18c01e09509a509e2b88d3ed40c580e,bebes,46.0,1039.0,1.0,2150.0,42.0,25.0,15.0
e7cad5e8ed9b92e788262ad710c33bd0,esporte_lazer,56.0,663.0,4.0,150.0,16.0,5.0,11.0
c33d78b97260227119fb2b71be168fca,cama_mesa_banho,39.0,170.0,1.0,650.0,27.0,10.0,22.0
e8fd6f481db77b847e7ab93fa1510e7e,eletroportateis,53.0,794.0,4.0,2700.0,20.0,26.0,32.0
67bea89008edcb996cfe4e3d062b62a8,utilidades_domesticas,56.0,414.0,1.0,1200.0,23.0,22.0,16.0
e8e86cbab028363545a5bf0ca5e226ee,moveis_sala,36.0,312.0,2.0,6050.0,55.0,10.0,46.0
c12b64bf0861a27e0f06c36ef82f457d,esporte_lazer,53.0,425.0,1.0,150.0,16.0,6.0,11.0
6f0169f259bb0ff432bfff7d829b9946,casa_construcao,58.0,918.0,6.0,1050.0,16.0,20.0,16.0
b6f3b8136ba8302906df7e11ff908751,pet_shop,36.0,617.0,1.0,1350.0,23.0,7.0,30.0
2be2be0a6a5916840503fdf50808ebcb,utilidades_domesticas,41.0,270.0,1.0,600.0,36.0,6.0,19.0
8efa775719397f78f79c8e5c7b0afbd4,moveis_decoracao,22.0,275.0,1.0,1000.0,30.0,18.0,18.0
9e87e3ee09baee5f5c0513ff37bc60ab,cama_mesa_banho,58.0,381.0,2.0,1550.0,43.0,8.0,33.0
a0abcee0132a5aed003d98e459b37698,cama_mesa_banho,58.0,223.0,1.0,2700.0,45.0,13.0,35.0
7f6308ba4057a6a740af7b4dcfb79c13,telefonia,63.0,1930.0,9.0,200.0,19.0,5.0,11.0
1eb4a9aee05c9cad041e09add2a26d68,malas_acessorios,51.0,244.0,1.0,800.0,38.0,8.0,28.0
8da90b37f0fb171b4877c124f965b1f6,perfumaria,56.0,733.0,3.0,377.0,18.0,13.0,15.0
712a72a78ffb66cb6eee87eebbf54519,esporte_lazer,52.0,1049.0,3.0,400.0,45.0,22.0,43.0
c5fb7fbe39f4e09e048ffbc5b28db49a,sinalizacao_e_seguranca,51.0,1212.0,1.0,450.0,16.0,5.0,16.0
f17b05cc8a7651896df8c30884200e9a,climatizacao,30.0,547.0,1.0,2000.0,32.0,51.0,16.0
55ec10b39713ee81ee2c5bcb558cf866,fashion_bolsas_e_acessorios,53.0,1398.0,1.0,300.0,16.0,2.0,11.0
c190c4fe582c5b7ffff586506de83f01,moveis_decoracao,34.0,160.0,1.0,250.0,26.0,14.0,14.0
f908df99196805b5bc4ada9ef510b11b,esporte_lazer,57.0,245.0,2.0,1950.0,60.0,15.0,15.0
ac5bae85a895724330c4acddd581b02b,telefonia,50.0,1254.0,2.0,500.0,16.0,15.0,11.0
cbaff83e2c00a2b731d27276bbf52082,artes,59.0,1431.0,6.0,7900.0,70.0,15.0,70.0
ad67f74682943e3857eebf3ca2538d1a,cama_mesa_banho,53.0,261.0,2.0,1800.0,41.0,9.0,34.0
1e12f1836c1f08b25ef78fcdf76fbf08,ferramentas_jardim,60.0,884.0,1.0,900.0,37.0,3.0,23.0
acd427ee119d5c71c7a85ae488cb0a6a,fashion_bolsas_e_acessorios,52.0,68.0,7.0,200.0,16.0,2.0,11.0
60cf4effb6947283fa638d570bd07318,bebes,30.0,410.0,4.0,4500.0,80.0,70.0,28.0
51fed4afb1b41d00ad9d25a73b7fbbc7,consoles_games,48.0,303.0,3.0,250.0,21.0,7.0,15.0
bb09cce52b336261572a5a7e25a33795,utilidades_domesticas,59.0,943.0,1.0,550.0,16.0,25.0,12.0
65a6462e42e05ab3b8dc613566736825,malas_acessorios,49.0,540.0,4.0,1100.0,39.0,12.0,28.0
f2396540fbfac27b5117f0dbd6744b50,cama_mesa_banho,53.0,222.0,1.0,3600.0,40.0,20.0,40.0
70d1bd3a042448105a71d0b41ecbc96b,consoles_games,56.0,235.0,1.0,100.0,16.0,3.0,11.0
0075c14603d80515e20908c156ceb47b,esporte_lazer,50.0,329.0,2.0,150.0,16.0,18.0,16.0
5a42f73d92034010a4e00360fb0df099,esporte_lazer,55.0,144.0,1.0,3775.0,18.0,13.0,16.0
bcd58b852a3b0152b6b384c4e4474ba2,cool_stuff,59.0,797.0,2.0,1400.0,25.0,20.0,20.0
2bfb0bdbcea77da2879f0ef3be9a219e,consoles_games,53.0,439.0,5.0,900.0,22.0,7.0,18.0
87fb220044e9aca16fbec51c6c997aa0,relogios_presentes,60.0,438.0,2.0,250.0,20.0,12.0,20.0
484bf1dff778a416389aafd0dee1cb11,brinquedos,55.0,852.0,1.0,350.0,21.0,9.0,16.0
3cef8174403f4fdedbf24fa67fa9f132,bebes,39.0,805.0,3.0,1800.0,18.0,32.0,27.0
003938452c98ff9ab28e9e7b4bfe97ab,moveis_sala,52.0,420.0,2.0,5050.0,50.0,8.0,50.0
8d6cb00151d423c52855385c89f0bae8,automotivo,58.0,386.0,1.0,27100.0,50.0,50.0,50.0
5877301b00f95e3c6118738b293dfab3,eletrodomesticos,50.0,273.0,1.0,1500.0,65.0,8.0,38.0
e0bbe6292471ff5ab3752414baf78111,relogios_presentes,43.0,572.0,2.0,500.0,16.0,11.0,11.0
dd768d259ee6054e0dadd66c8e2be0b6,cama_mesa_banho,52.0,700.0,2.0,350.0,16.0,10.0,16.0
fc2edee55f4118969f4dc49f7a717605,automotivo,47.0,1548.0,3.0,500.0,16.0,12.0,17.0
b521fddf2c8a7e7d1791bfb3c1b2f278,esporte_lazer,55.0,448.0,1.0,1000.0,20.0,20.0,20.0
db7e6804f1a8206a7e51c9a741a09d9e,brinquedos,51.0,410.0,2.0,300.0,24.0,11.0,24.0
50556c630443502c11acde1c320fe278,beleza_saude,59.0,257.0,1.0,250.0,16.0,2.0,20.0
88d2c501ec765f5d7e8038fa6aab0e62,beleza_saude,51.0,863.0,1.0,10700.0,40.0,40.0,40.0
722fb67c17907e21734449c091420bf5,utilidades_domesticas,29.0,290.0,1.0,1700.0,32.0,21.0,22.0
43b6d9e46e1e6b8ac743a1c31e462937,ferramentas_jardim,31.0,680.0,1.0,7700.0,39.0,28.0,25.0
1ffe365aa7583189e63f2fa4f060b269,esporte_lazer,57.0,785.0,4.0,5200.0,20.0,60.0,35.0
3014e35fd70fce29095ced5cdc89f4ce,telefonia,51.0,244.0,1.0,125.0,17.0,10.0,14.0
e869d449cc32881790ef9af9b4c670f8,moveis_escritorio,50.0,2220.0,1.0,15700.0,58.0,28.0,58.0
a1b3a75aaaee5c9a683f2266c088f720,relogios_presentes,53.0,599.0,2.0,350.0,16.0,11.0,11.0
7fdbc1ecf5fdf5c98d9b14e110133eb3,esporte_lazer,57.0,649.0,1.0,213.0,16.0,10.0,13.0
15b3d40f375c0645c1eed4ed1cd8e17a,fashion_bolsas_e_acessorios,30.0,401.0,3.0,150.0,16.0,11.0,11.0
1cf39a397efa955b102a52ee7ec5531c,automotivo,35.0,907.0,3.0,18200.0,56.0,15.0,15.0
f9471562478eba8761bc985b968a0092,utilidades_domesticas,38.0,390.0,1.0,850.0,18.0,21.0,15.0
e96bac5656eaec25f3d76757fa16d9d3,casa_construcao,55.0,918.0,6.0,1050.0,16.0,20.0,16.0
16b06ede456b922e56fbb4b3818aa875,fashion_bolsas_e_acessorios,48.0,382.0,5.0,200.0,16.0,9.0,11.0
c7147724cd430269c6296fc758c0a086,utilidades_domesticas,32.0,42.0,1.0,300.0,16.0,15.0,11.0
dbb399a8be7395d5b136d49fcdce13df,informatica_acessorios,47.0,764.0,1.0,200.0,23.0,9.0,13.0
ed46d1fbd7bf78ce79910c09fb892abb,esporte_lazer,52.0,406.0,1.0,800.0,20.0,25.0,25.0
d458378a178cd7cae60052319cebf235,papelaria,50.0,198.0,2.0,200.0,24.0,7.0,14.0
596363933adf57df745ecbc8afeec226,esporte_lazer,50.0,853.0,1.0,698.0,46.0,10.0,14.0
4473f3e5c65952b074ef987fa5c24662,telefonia,59.0,776.0,6.0,350.0,17.0,4.0,12.0
8c9faf6aabee9b2a30b83f92d786f6de,livros_interesse_geral,50.0,2913.0,3.0,1000.0,24.0,5.0,17.0
8e71b24c3e25a92fef6176120a67fac7,informatica_acessorios,53.0,585.0,1.0,783.0,21.0,13.0,28.0
828fe032935d7c1901682e5b6cc076c2,perfumaria,48.0,1063.0,2.0,600.0,20.0,20.0,20.0
19502a282608c5627fb32e22724727fc,brinquedos,47.0,181.0,1.0,11650.0,55.0,30.0,30.0
df473738565b52f77b4e22b328b41576,construcao_ferramentas_ferramentas,42.0,369.0,1.0,400.0,16.0,2.0,11.0
657491063e8a63247a108a4d9cedf020,brinquedos,25.0,274.0,1.0,3050.0,40.0,10.0,40.0
a388f2043ca885de714453e4fac616e2,telefonia,50.0,744.0,1.0,100.0,16.0,3.0,11.0
4c6018f41a6c2e5543cc034e94f5ce5b,ferramentas_jardim,44.0,2395.0,1.0,16500.0,40.0,25.0,26.0
a85543a371d5cfafedb80a8177a692b5,utilidades_domesticas,59.0,470.0,2.0,750.0,34.0,14.0,24.0
6b017e0d95d8765a6f2bed3bc272c61e,fashion_underwear_e_moda_praia,39.0,422.0,1.0,250.0,36.0,4.0,20.0
6d14f72afff32795290f2df6507f063c,malas_acessorios,59.0,413.0,3.0,2300.0,84.0,14.0,20.0
75b433ca888fe027b18dfac89a284667,eletronicos,37.0,374.0,1.0,1350.0,33.0,12.0,26.0
9aa70106d14b83c7ad033592870b2b30,utilidades_domesticas,22.0,388.0,3.0,530.0,17.0,20.0,20.0
42fe4aefc7e8a45dd96a59af81dd3fef,automotivo,59.0,162.0,1.0,1300.0,20.0,20.0,20.0
a04cf12934a318be6550b1aeab938bf2,fashion_calcados,59.0,605.0,5.0,4000.0,57.0,14.0,36.0
224703229a7c966a5b191651e1561be2,esporte_lazer,52.0,234.0,4.0,8150.0,20.0,20.0,20.0
43724b27731595d954e911f443fb1cc4,construcao_ferramentas_construcao,57.0,272.0,1.0,2200.0,16.0,2.0,11.0
b29ca3d3127057c43ef4b364bbe360ea,beleza_saude,55.0,1029.0,1.0,1150.0,20.0,25.0,20.0
5e21d5cab5d33e770d8150a4ee6117db,relogios_presentes,60.0,312.0,4.0,200.0,16.0,2.0,11.0
55610b8b7d48294e69fc23f513dfbe98,moveis_decoracao,60.0,1068.0,3.0,400.0,16.0,20.0,16.0
68bfdbfe84f03af17733b10362f10020,moveis_decoracao,63.0,244.0,4.0,600.0,29.0,12.0,23.0
a5bc1334f1762ce0a844f3f694dc08e1,cama_mesa_banho,48.0,645.0,1.0,1200.0,16.0,10.0,16.0
701ff123e9085dcc9c2f833efded6374,cool_stuff,50.0,268.0,5.0,10664.0,61.0,63.0,35.0
73b499a2f5002c0a2158a478cc5a096c,utilidades_domesticas,43.0,2148.0,2.0,1800.0,50.0,12.0,36.0
42f14eda412436b96cde4f4025ed5f25,esporte_lazer,47.0,154.0,3.0,500.0,16.0,2.0,11.0
47969dd948e918289f809be899ddfb4c,papelaria,48.0,501.0,1.0,258.0,19.0,12.0,19.0
446295cf6f689d4db477145815362608,papelaria,59.0,209.0,1.0,1400.0,16.0,44.0,37.0
280c05c66173c2b377f3e449e33abc6d,brinquedos,59.0,640.0,1.0,400.0,35.0,7.0,35.0
4a96de21ccfb22ebe1c56992acbbd7fc,climatizacao,58.0,655.0,5.0,1300.0,30.0,10.0,30.0
c45a1de8cdb00af9ba1f3c097561b77a,cama_mesa_banho,55.0,315.0,2.0,1000.0,30.0,10.0,25.0
1b37262ebd1307a6c9aab9aca8584e76,pet_shop,52.0,1290.0,3.0,1300.0,30.0,10.0,18.0
04869307f7e7dc5b07f1d83406ade1e5,brinquedos,58.0,443.0,2.0,3305.0,38.0,36.0,19.0
8bb6ace4cf2411747ea1cfecad5a458d,bebes,55.0,224.0,2.0,6000.0,75.0,15.0,50.0
21db47f6493b06e8e7fc562ec9890e77,informatica_acessorios,50.0,281.0,4.0,300.0,35.0,5.0,25.0
f4d705aa95ccca448e5b0deb6e5290ba,cama_mesa_banho,57.0,74.0,1.0,250.0,20.0,2.0,15.0
bbaef2eadf31fe3ea6702077398be06c,perfumaria,45.0,1003.0,2.0,400.0,18.0,11.0,11.0
3fc3d637781e5d185455013606a6e2cd,eletronicos,32.0,1274.0,1.0,250.0,16.0,10.0,30.0
21d325f98c6505a72b1bcf363f3d3f88,brinquedos,57.0,1532.0,2.0,1250.0,29.0,19.0,22.0
f6691c7e7a0c12d28003c97608dfe605,fashion_roupa_masculina,47.0,1026.0,2.0,950.0,40.0,6.0,40.0
c615805546392ec3b8a20c6590c4d400,pet_shop,54.0,261.0,6.0,2000.0,30.0,34.0,17.0
6e9c52b407fea24064f7ab2b144fbf8c,bebes,56.0,1395.0,7.0,13575.0,71.0,81.0,44.0
e07f6e9343cad06f34d0a7a09eeac4d7,beleza_saude,60.0,537.0,1.0,667.0,17.0,16.0,16.0
80fc21f90a43fdcfc623f11f5457db10,relogios_presentes,55.0,457.0,2.0,267.0,17.0,11.0,12.0
9cafef108028ea326352e901a8b729a7,cama_mesa_banho,60.0,609.0,2.0,1750.0,45.0,20.0,40.0
dd783a33bc94bef9c728611320d559e7,beleza_saude,52.0,1113.0,1.0,150.0,16.0,12.0,11.0
ec019a7e1feb42072e2a07b6317c7edb,brinquedos,48.0,135.0,1.0,10550.0,65.0,7.0,45.0
20424e1f503b9ceeeee60b717b11ec36,utilidades_domesticas,57.0,1298.0,1.0,1725.0,100.0,35.0,16.0
795ed173180b101b114960e572d2181f,malas_acessorios,43.0,215.0,1.0,700.0,45.0,10.0,31.0
40a75445dcf4958b8c9b3dac6898094b,esporte_lazer,29.0,1318.0,1.0,400.0,34.0,16.0,16.0
fff0a542c3c62682f23305214eaeaa24,papelaria,23.0,146.0,3.0,300.0,30.0,10.0,20.0
21419fbb5e6e21591c1dc83cb75aec07,casa_construcao,59.0,1582.0,1.0,5850.0,60.0,25.0,25.0
d801448d8cf48fd15a66dc8779d47241,relogios_presentes,47.0,687.0,1.0,267.0,17.0,11.0,13.0
d1fbb5683c8e93f314d0f2bf40d07761,cama_mesa_banho,53.0,155.0,2.0,1500.0,39.0,12.0,25.0
4e7f36f28c51e114a343625b628dd429,cool_stuff,42.0,727.0,1.0,400.0,24.0,16.0,14.0
58bef3ad35aed45b92cf03510e6cf5ce,esporte_lazer,54.0,3830.0,1.0,1300.0,31.0,32.0,31.0
532d7f19b8005e415f5b98a1cf4a8690,utilidades_domesticas,58.0,172.0,1.0,400.0,16.0,10.0,14.0
aedb7e30007f6051c5b3f97156b0848a,artes,32.0,195.0,1.0,150.0,25.0,2.0,19.0
c752f2bc46ad4b389290cf5828a1db62,beleza_saude,40.0,654.0,1.0,650.0,25.0,13.0,14.0
7207700449f2433076d70a5b1c004eb4,consoles_games,44.0,421.0,1.0,706.0,32.0,8.0,38.0
582dfc3697c5f834a5ddf28460ba9222,fashion_bolsas_e_acessorios,59.0,251.0,1.0,300.0,25.0,10.0,25.0
54910b8287ecea5f93a008ebfa94a15c,cama_mesa_banho,41.0,242.0,1.0,4850.0,75.0,5.0,50.0
ecaae002060173ec59f5b168cbd55d70,automotivo,51.0,1741.0,1.0,825.0,20.0,24.0,15.0
9e48435521202c8795e21ac42efcc761,informatica_acessorios,31.0,432.0,1.0,600.0,46.0,3.0,15.0
f46c384460008df0071849d01b39834f,esporte_lazer,53.0,527.0,2.0,700.0,23.0,9.0,11.0
4fe53f6c123977ffa0dda91a2962c9e8,moveis_decoracao,51.0,1442.0,1.0,300.0,40.0,10.0,27.0
