review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
4940d39efaa50e020312724f6a6e5efa,1a1ef8dc595adbce0e5d75d806d69286,5,super recomendo,produto de qualidade e eficiência na entrega. recebi muito antes do combinado. recomendo,2018-06-08 00:00:00,2018-06-08 20:47:31
7bd303edd3865abe8addb98d2a2e6577,d66d818e0e5486b4382bdaad63390b53,5,Muito bom. ,Produto bom veio no dentro do prazo chegou em 08 dias estão de parabéns. ,2018-08-01 00:00:00,2018-08-01 18:52:33
3fb929ba2924ff0a47858efb007ceee1,df8e5e994bcc820fcf403f9a875201e6,5,otimo,entrega rapida,2018-08-07 00:00:00,2018-08-08 12:05:26
382d855ffdd4f5e66594dbfb1566e96f,f506fd1443d94ad16f25a94426fb8805,5,10,Cada vez que compro mais fico satisfeita parabéns pela honestidade com seus clientes 👏👏👏👏?,2018-06-03 00:00:00,2018-06-04 00:38:19
6aba6ff5d6b3f6762a2ad9a9f1fbdfcf,bfaea68f958681ec9d22aa2114b45721,4,recomendo,Tudo rápido e eficiente.,2018-08-12 00:00:00,2018-08-14 12:49:30
8f9aa50ee40780ba3f79614530a34ebe,729c445f5f350f88d5c9a3911d6e9bc0,5,Muito bom ,Creme maravilhoso e entrega super rápida,2018-05-10 00:00:00,2018-05-10 16:21:17
b396ba75350276a6cc1993b6627dceea,43050a51a257b17d51295e07650cb654,1,Lamenetável...,"Boa Noite

é lamentável, esta loja que tantas compras eu ja fiz e hoje não me da satisfação sequer de um relógio na importância de 50,00 reais ... um produto com defeito e até agora não me deu retor",2018-08-23 00:00:00,2018-08-30 03:02:39
f3401a1de0c152923ba58cf7b7d2b84a,a848ecb46fe108b35dd5bd7bf4fdddca,2,Qualidade ruim!,A capa protetora não é exatamente o que eu esperava deixa a desejar no tipo material e na qualidade.,2018-05-19 00:00:00,2018-05-20 13:07:24
ef9ef383ff6625e8e118db388ad3420d,67274e3826cb110f3d0cb45f33c2275e,3,Insatisfeito,No site o produto parece ter melhor qualidade de material e acabamento.,2018-07-06 00:00:00,2018-07-09 19:07:34
5d6f9cddc8335878d8bf20c3bd4602e8,38fc895ea0a2aa253a46a6fdbb65aaf5,5,mega recomendo,"Recebi meu produto corretamente e dentro do prazo,verificando na caixa esta tudo correto,mas ainda não montei.Produto lindo,cor perfeita,amamos.
SUPER RECOMENDO.",2018-08-10 00:00:00,2018-08-11 12:59:16
3a336941a21a96535c9b70e3d28be499,b630c986ea5c14749196132407a05589,5,EXCELENTE PRODUTO,Parabéns .Produto entregue bem antes do prazo.Atendeu às minhas necessidades.,2018-07-04 00:00:00,2018-07-04 22:24:25
8a310b56e4d05a7786d23986a1a49ae9,c5a47daec61dfde191baca4e5c10668f,4,Recomendo,"O pedido chegou antes do combinado, muito bom.",2018-05-08 00:00:00,2018-05-10 17:19:17
5c1ba09de5c746017d406bd2cfefeca3,327eb42fa668b532239f44713415a37a,3,nao entrega do produto,recebe apenas 01 peça do produto! estou precisando da 2 peças restante! ,2018-04-26 00:00:00,2018-04-26 13:36:47
d6c0b888949f0c3f236d67f588913930,4cd9478b63edacb631dcf780b036b157,4,recomendo,trabalho com profissionalismo das lojas lannister. indico com certeza,2018-07-01 00:00:00,2018-07-03 22:47:44
949127f36b466d3e93a6f3688062cd77,6d2fbf76787b9f35b1f3c3835a8a6a01,5,Captador Presys Blend,Tudo ok!,2018-08-04 00:00:00,2018-08-06 12:54:45
320ae91d4c5cb8164c168fc68392a5fb,934e266bc66e8ed5bba8266dfde60175,1,Produto pirata!,"Quando instalei o cartucho de tinta, a minha impressora indicou que o mesmo estava vazio, e apresentou a mensagem de erro ""!"" em cima do marcador de nível da tinta. Já solicitei a troca. ",2018-05-22 00:00:00,2018-05-23 01:03:33
6d7d0a5e33c92adf782b137720eeefa6,d9aefa5d4ccd369c783f5121e069a470,5,produto fraco ,quanto ao site não tenho o que questionar! sempre cumprem super o combinado ... recomendo sempre! mas o produto é fraco.. ,2018-05-11 00:00:00,2018-05-14 12:04:52
f922b9d00a755863556181c1a366193d,af168723acee7d4de0144ad5361f547d,3,Nota 8,"Fiquei feliz com. O tecido ,mas acho que faltou o lençol de cima para ficar completo , espero que logo lancem.",2018-07-07 00:00:00,2018-07-09 21:54:31
032cfb72d792d30b6181b482d85f8d1a,c1ba0776bb79a0826691352f8d6ea4e0,5,Tudo certo!,"A compra ocorreu como o esperado, desde de o pedido até o recebimento do produto. Tudo bem certinho. ",2018-07-12 00:00:00,2018-07-13 02:40:10
380884f53f113319198a99516da2ada4,109294a0d68947b6b49c0a59a8f951cd,4,recomendo,"otimo
",2018-06-17 00:00:00,2018-06-19 19:48:57
f74dd1cc5d081bff126d062eec26f695,4a359800ff0688de3eabc92972987238,5,Otimo,Tudo como anunciado....Ótimo produto...,2018-05-11 00:00:00,2018-05-12 09:51:46
3f71ee62eb5acdc9b5121f6d99901583,e2f6cc7f7084110fd5473cfdae918307,5,perfeito!!,Muito satisfeito.,2018-05-01 00:00:00,2018-05-08 04:00:00
668aad714767396c2b7d949a27913bb7,b4138bbc55ffe9ddeb824f7e3068fc50,4,Lol pet,Otimo produto porem caro demais !!! ,2018-07-03 00:00:00,2018-07-04 00:57:26
30a4f0f115950517b46d48046b609bd1,384f8660f6bc7396d5a875b60285c2dd,5,Excelente,Tive um pós venda excelente através do Sr Renato,2018-08-24 00:00:00,2018-08-24 23:59:36
0a9d200bdef258e70eb48398e1287d6d,f9dba21dfbb520ed911cebc91688195e,5,1000000,Muito bom,2018-05-11 00:00:00,2018-05-12 11:07:23
19910e37f2130c56f553edfbdc0c65fb,00b12f4674177ef40c4bdb034138c843,5,Ótimo custo x benefício,Produto chegou dentro do prazo. Veio conforme descrição e é excelente.,2018-07-21 00:00:00,2018-07-24 13:29:35
4fa8392da03c452f77faa3f2952fa346,0bb77e62d791c3e5b009815ac19825be,5,Bom ,Muito bom mesmo!,2018-05-24 00:00:00,2018-05-26 15:55:48
c1f198cdce8b992a9cddc3aaba11e689,bf6a2df6b944199274254f8bb0159ec3,5,Produto e entrega ótimos,"Apesar da demora em expedir a nota fiscal, depois de expedida a entrega foi rápida e o produto veio bem embalado. Recomendo.",2018-08-21 00:00:00,2018-08-21 23:10:15
edd86e0af4dc62b340c60d846643cbf9,9537e35e835d4ae6b7b219b8b2e36817,5,PRODUTO OK,"prazo foi estendido,porém entregue no prazo divulgado na propaganda. Cadeira conforme foto, vem para montar, mais fácil e linda",2018-08-28 00:00:00,2018-08-30 12:38:27
5b6a0d5350fe3036f41d543d06eb7a5b,7beece85fb714c481300a516c9fb1ade,5,Excelente,"Simplesmente lindo!!
Adorei o produto!!
Tamanho perfeito!!
Já comprei várias produtos, já faz anos que compro no baratheon !!",2018-05-20 00:00:00,2018-05-20 22:39:11
7dd163fe175817e9e57f965a4382ecab,c1387d81aa7018f9ecca06376610696d,4,Recomendo a todos. ,Boa compra.,2018-05-11 00:00:00,2018-05-11 20:47:49
9e96e374304db42a8aecd4a97d53cc1b,00f251b943aba645652c7138e4716fee,5,Super recomendado,Estou plenamente satisfeita com minha aquisição. E recomendo. A única coisa que não concordo é com o valor de frete. Autíssimo.,2018-08-21 00:00:00,2018-08-22 11:09:52
21d7fa60f781a98de43940c2573d07ee,a41bb2f937139613df86a333fdbaa7c9,5,Super recomendo,Entrega e produto perfeito!,2018-08-24 00:00:00,2018-08-28 20:47:22
12f226601192062b644b158e0af9e723,b636037a882bd588f102f9f3fc29b2ca,5,Super satisfeita. ,"Produto perfeito, entrega rápida. Estou satisfeitíssima. 👏🏽",2018-08-08 00:00:00,2018-08-09 09:57:37
83f2d758c5e31f14e3d8ce9bff55780e,0ec7299d65db721d9a6b5c95c2ff494a,5,Super recomendo,"Como sempre, excelente serviço.",2018-06-09 00:00:00,2018-06-11 10:35:31
56f8b1f478a87c6604588ad148e61ca8,635607b37cf3b851396ef5a76be8b89f,5,Muito bom o produto ,"Muito bom o produto, melhor que esperava e foi entregue no prazo, gostei bastante. ",2018-08-07 00:00:00,2018-08-08 02:42:34
c68c027ea1d9979f147099c68efd93e6,e87c331d21a3fb3085079a9b32f4a56c,5,10,"Gostei muito , o objeto veio o mesmo comprado, já comprei em outras lojas e veio outra cor ñ Gostei! Com lannister tudo ok.",2018-06-19 00:00:00,2018-06-22 01:55:14
bde05133984518116b3d77d994e375d3,2a743fc30067036b7910663ced5a0b7b,2,produto incorreto,O produto não está nas medidas corretas indicadas na oferta. Terei q ligar para vcs para troca,2018-06-14 00:00:00,2018-06-15 23:26:45
cf8b4347ae76e6b7992a8c63f3d51774,f0fb77580603e4f955c60d3fe023553f,5,otimo,tudo certinho entrega no prazo ótimo.,2018-08-03 00:00:00,2018-08-06 11:48:12
f54fd311f6fd8cd1b4affd14bdaf04ce,6e8e751584b3e3141e3e3c39f71408c2,5,Gostei,Ótimo perfume. Fragrância maravilhosa. Recomendo,2018-07-12 00:00:00,2018-07-15 02:57:52
7c38b0697f3d800e6314b76b382a9f7e,ab6e1678559b60b6e6a7db4837d6664d,5,Pedaleira plataforma,O produto superou minha expectativa. O prazo de entrega foi antecipado em 7 dias. Já instalei e ficou show. ,2018-07-28 00:00:00,2018-07-28 21:12:47
f99ff17e430a53efe61d359faa3b425e,009838529bb913846ab6670d22865381,3,PRODUTO COM DEFEITO,SOLICITEI DEVOLUÇÃO. PRODUTO COM DEFEITO,2018-06-27 00:00:00,2018-06-28 11:09:14
169f34e00e26eea55ba60c7b19170e66,93aa1607392862dacfb4b54774480f1d,5,Regular ,Loja em si é boa pena a americana nao da suporte ao cliente ,2018-05-10 00:00:00,2018-05-10 19:02:31
11d080870bba1f6ee139bd07dc192d2e,4433ebc14c69e56090cb4e96d574d9c3,4,Bom,Acho que o produto deveria ter um prazo de validade maior.,2018-05-15 00:00:00,2018-05-15 19:52:09
9a2056d86f12c153d8fbc8d9005e6ac8,54822c94cce4ceb64eb08bbb05fa8fea,5,Entrega antes do prazo.,"Entrega antes do prazo, recomendo essa loja.",2018-05-12 00:00:00,2018-05-13 01:36:08
7a845d0d61a2195360d6856d4f0bbaa8,efd5eba320d140f8659440d74a81fc90,5,super recomendo,"agradeço muito, pois recebi o produto correto conforme encontrado no site, a entrega foi super rápida. fiquei muito satisfeito e com certeza vou recomentar para os amigo.",2018-05-08 00:00:00,2018-05-10 19:24:17
73c3dcf098d78d2bdd96f22aff4f15ef,3d2919530aea3496b5773b143910145f,5,muito bom,bom,2018-08-21 00:00:00,2018-08-22 21:52:32
80877ac989fee57cd52b92256f3d11a0,fc746d47c955d1db95910a81fb288e23,5,recomendo,muito bom.super recomendo.entrega sempre certa.,2018-05-19 00:00:00,2018-05-22 22:40:28
317a22fbeac23df2d0e098bf85ab709b,de4090fd9b7900d46323b0c7c36b7128,5,Otimo produtos,Ainda nao instalei mais gostei muito,2018-05-12 00:00:00,2018-05-15 03:25:37
de7648e683482829b3ac3ba3a4ae64a0,21dd600edd64e225d04af3670d1803b3,5,Luminária excelente,Bom produto. Entrega rápida. Recomendo,2018-05-15 00:00:00,2018-05-19 22:06:57
72cc238a6aa8a5af88b0c17ebf469c95,24125310335475b73015f74ec4327c2a,5,chegou antes do prazo de ,muito bom,2018-07-27 00:00:00,2018-08-22 13:38:23
d6050b36487220bdaccd334bb5ef4743,38d11c87fc409de31e930084abb0c7a4,5,MUITO BOA AMERICANA ,Ótima rápida na entrega OBRIGADO ,2018-08-25 00:00:00,2018-08-25 22:07:39
d8d62030afbc777000b61bdfc7312939,14a05c02d483800864e5c19a3a7f0ee2,2,Entrega de encomenda,Penso que deveria haver um modo de se comunicar com a empresa caso acontecesse de encomenda não ser entregue ,2018-08-31 00:00:00,2018-08-31 10:22:05
13e80f4d3fe96747729573b4a95484ab,07d60a76803db63f0ca6708011e8cf9b,5,Excelente!,O produto chegou antes do prazo. ,2018-04-29 00:00:00,2018-04-29 21:53:13
b2afc68cb2d3f8cbf7bf956f76c0855c,80fcac926630a1f8dac09acd966434ed,1,PRODUTO PÉSSIMO,PRODUTO JA CHEGOU COM DEFEITO NÃO FUCIONOU CONFORME MINHA NECESSIDADE DE USO. INFELIZMENTE ULTIMA COMPRA MINHA TOTALMENTE INSATISFEITO.,2018-05-01 00:00:00,2018-05-04 20:31:53
90ee8065d229642eab9c2ffe3b33b91d,e95cac7e9ed8e477d726d47f72f420c6,4,Boa,"Recomendo esta loja entrega direitinho
",2018-05-16 00:00:00,2018-05-16 21:37:47
727fdc53d2891323aa72c4c79650c325,6e28885b3b46ef6ae9dfa9209e1c8c48,5,Muito bom,Produto de ótima qualidade,2018-06-20 00:00:00,2018-06-22 17:28:26
07405437bacbc37e029fe5f5e10cb4c3,724c7b9d5d226631f82c0c09a9f51685,5,Otima,Excelente,2018-07-06 00:00:00,2018-07-07 22:24:12
ded7897490401f7aec8ce868a10fea17,c3a937f97910c3602c1e4cdb4b951b1e,4,recomendaria sim,"bom , foi o que esperava.",2018-07-11 00:00:00,2018-07-15 11:44:53
43375ed8d561b2d0dec4486143cb871c,21717aa89515f9499d2c94578f7848f8,5,Recomendo,Relógio lindo entrega antes do prazo,2018-06-23 00:00:00,2018-06-24 13:46:23
da9f8f6a08145c2d7c041e57a3f262be,25be8e0ff01817a8a96f61605da2e447,4,capa de notbuk ,Veio conforme o anunciado simples mais bonita. ,2018-08-31 00:00:00,2018-08-31 21:43:45
db64106aff6c7180cb841937f43f5f44,208215ef3138230b69b97f3fb415e9bc,1,Entrega atrasada,Ainda não recebi o produto...,2018-05-24 00:00:00,2018-05-25 01:27:45
d6b0a9e1cc2bd827de2f63af37710456,41a48f4dc75f01b16dfa7e32cb456ebc,1,Comprei 2 produtos ,Comprei 2 produtos so mandaram 1 e n mim deram nenhuma justificativa ! ,2018-04-27 00:00:00,2018-05-07 14:58:19
30f2619843ddd4a19bbcb306669d2bf0,5bb8d2fbca419676d395687e28f5263b,5,Muito Bom,Só imaginei que fosse maior a boneca. Mais é legal ,2018-07-24 00:00:00,2018-07-26 22:37:06
02dae59a597c87b10313d8d7191a2dfa,49935c2c36ceb474c290a1987bbb941e,3,Bom ,Muito bom.,2018-07-24 00:00:00,2018-07-25 13:59:19
4d59d6249215713bfda42353af53f255,4ab8b7a8e23908984157974ae4ad6436,4,Produto entregue,Produto bom e entregue antes do previsto.,2018-06-02 00:00:00,2018-06-04 19:53:33
eaeafb542d4447da454cf68e302ae2bf,b8615aa7e6248212cab23e120279acf2,4,Boa,"Ainda não usei em nenhuma viagem, mas parece ser muito boa.",2018-06-16 00:00:00,2018-06-17 14:05:57
c27c301777803a6c53b4306aa298bfbd,4cae9d93ca1f1266e9ddfc79f7ff85db,4,Ótimo,Adoro comprar nas lojas lannister,2018-08-31 00:00:00,2018-08-31 23:20:43
b51d516182fbac0aacc8b086e803dcde,4d59391202a2a67c2e2fea6f349a67f5,5,Péssima ,Recebi o produto que eh falso quero meu dinheiro de volta ,2018-08-18 00:00:00,2018-08-20 17:12:46
844f12cb44cb2c97b033854a64b4727a,a0727c663f544d6618123c94c779f29b,5,Mto bom,"Recebi o produto no prazo, tudo ok",2018-06-27 00:00:00,2018-07-09 17:50:37
b62b86ff6108447c826efcf1b157168d,04c28d1572e04b2b3e5b80ca7559e750,1,ENTRAGOU NO PRIMEIRO DIA,"ABRI PROTOCOLO PARA DEVOLUÇÃO, PRODUTO DE BAIXA QUALIDADE DEU PROBLEMA NO PRIMEIRO DIA DE USO.

lannister VIROU UM MERCADO LIVRE....6 PEDIDOS 6 PROBLEMAS ",2018-06-21 00:00:00,2018-06-23 00:12:26
6318842b0d533f35b17c4b1cfa7df5ea,f0b673967b0be0bfcc14490d3d1842a8,5,Tudo como prometido,Entrega no prazo e como descrito no site,2018-08-14 00:00:00,2018-08-17 03:07:20
48869ca20e2ca762cd6bdd880c8ccae5,32efd401773730f7d0d1c5ae2b841465,5,Recomendadíssimo,Fui surpreendido pela eficácia. Ótimo atentimento.,2018-07-05 00:00:00,2018-07-05 21:28:40
0aad108b136bfe5d026d5aee9fb08323,d1ec61b50c7780944fab32ad8b873c85,5,Muito bom o produto,"Obrigada pela qualidade do produto, e pela entrega tbm que era previsto para 10/08 e chegou dia 22/07. Adorei. Parabéns.",2018-07-21 00:00:00,2018-07-23 22:59:57
869696516d580a0871642308af4301f2,2927b6be262c5528b8135e5d330c00f9,4,Produto entregue no prazo,Ainda não utilizei o produto,2018-06-05 00:00:00,2018-06-08 10:35:08
6b2ec71624eb21ea03eb7cfbcfbb489a,e0ef63a06438a4f6dfa047fc41217f8e,5,Sério e Rápido ,Prestação de serviços de alta qualidade ,2018-08-21 00:00:00,2018-08-24 02:13:31
da56af7a9b34fdcf8819096258def9f6,4d5779c1406a8459afe82091e0dae935,5,Ótimo,"Chegou antes da data prevista , eu recomendaria para meus amigos a loja stark está de parabéns .",2018-08-14 00:00:00,2018-08-20 20:45:00
f9d15d1ab33610f6fcda6aa6ab4c414d,b744841b6a754e51042b8abcab208ffe,4,Produto bom,Gostei muito,2018-08-03 00:00:00,2018-08-03 04:18:39
cb50716c99a5928ef74d3052408b77ed,2c06e4f488be0af43964ad30b123034e,5,Ótimo ,"Protudo chegou em ótimo estado de conservação, e antes do prazo!",2018-06-09 00:00:00,2018-06-10 11:52:14
accb12fbc0a0fd74edb43caea51c87e9,6ff0c72cd26c7ea730935abff483f2e8,5,Entregue no prazo,Muito satisfeito eu recomendo,2018-08-17 00:00:00,2018-08-18 12:11:26
8b712cf2f200e83a1082ecd7bfc6e4f2,5b305608c98ca66ced71cde019aba8e9,1,descrição do produto erra,"a descrição do produto estava errada e não consegui usar o produto ,pedi o cancelamento fazem 15 dias e ainda não obtive resposta",2018-05-22 00:00:00,2018-06-05 20:53:39
22d2c8858b0c2a3536a1fae8f6b1a0f0,544f1ebc2ee31c6f923a4feba2e0677e,5,Aprovado,"Chegou um pouco antes do prazo, isso é bom",2018-04-26 00:00:00,2018-04-27 22:49:47
371a37ca26fc269601f5c60ba88f9535,6c5d1e03493316b72304f07834a03325,1,Não entregou no tempo .,Sem pontualidade não da satisfação ao cliente.,2018-07-13 00:00:00,2018-07-13 17:20:43
ff2cf8c91feac0bc37e795daec9c77af,628365400ec276cda9dbce783340e906,5,Satisfeito com a compra,"Satisfeito com a aquisição e negócio.
Entrega no prazo, com produto bem embalado, com a Nota Fiscal, caixa original, garantia e manual do usuário.
Primeiras impressões o relógio está em perfeito.",2018-06-30 00:00:00,2018-07-01 16:33:10
1b0193dec8f270afea83302dc238f7e6,b26281af4e5c3a50b10887f626ee883f,1,Entrega Parcial.,Efetuei a compra e pagamento de duas unidades e recebi apenas uma unidade. Aguardando tratativa.,2018-05-05 00:00:00,2018-05-08 11:19:49
c1bfb79b26ac2136da082c9acea0a97d,47f05ae89d6bcb551be15cba2f14352f,5,Recomendo!,"Produto chegou antes do prazo, muito bem embalado pelo fornecedor, sem avarias.

A qualidado produto é muito boa.",2018-07-13 00:00:00,2018-07-16 12:08:38
36282fdbf0292498bb3b69523970b9e2,b170f1243a620b65504157b83f69a2e0,5,Friso lateral onix,Otimo produto,2018-05-09 00:00:00,2018-05-10 09:07:20
44bb8c2ad3bb9c2bb3552a034eeffc4c,56c79c2be1ceff5839d56e340e847833,2,Bebedouro,Bom dia ... comprei um bebedouro vermelho metálico... é recebi um bebedouro Rosa... obs... meu cachorro é macho...,2018-05-08 00:00:00,2018-05-11 11:03:01
49673f9eaf3b9b23234dc2c7301f5b95,e86dc64373eaaf9fc1d9d58bfce38f2f,1,Produto com avaria,"Comprei 2 unidades do produto, veio avariado visto que a embalagem é muito fraca, sendo que veio com dois buracos no fundo da panela, devido a pressão que dog colocado em cima dele.",2018-05-18 00:00:00,2018-05-20 19:29:12
6ca11f1297156d3351a86c3b13b794b0,7e61f390f3e0aa3b112e56091d2b9ee3,1,Pedido cancelado,Pedido foi cancelado e mesmo assim a loja enviou o produto. Devolvi o produto e quero o estorno da compra em meu cartão de crédito.,2018-08-30 00:00:00,2018-08-30 07:49:02
746bdd10d791a54478316cf3a246a3de,f39dca700fa8e7f2ccbdf7a9c7f8af1e,5,Excelente,"Produto chegou no prazo, em perfeitas condiçoes e veio embalado de forma incrivel. Muito bem embalado mesmo... Chegou sem nenhum arranhao! ",2018-05-03 00:00:00,2018-05-04 00:44:02
60ef633993197390978284101385bbf7,c14280403027095676ce13109d5e2864,3,Bom relógio entrega ruim,"Produto de qualidade, entrega muito demorada",2018-04-17 00:00:00,2018-05-04 05:41:13
3b2d60e294fd05f9b84252474fe09c8a,1a1b532e9fc48a702923b8ef014735e9,5,Bom,Gostei muito,2018-07-11 00:00:00,2018-07-12 13:45:01
944b53fe2aaad7bf9629a0843e1be401,6f7e43972ed0a7fdbf29edf7cde6d2ad,5,Produto otimo!!,"ate agora tudo perfeito, produto e entrega no prazo",2018-08-16 00:00:00,2018-08-16 20:46:13
